menu_id,time_idx,predicted_quantity,p10,p90,menu,date
13,275,9.957679,1.3037395,12.90319,제육볶음,2025-05-03
13,276,12.899048,1.3028971,12.904884,제육볶음,2025-05-04
13,272,3.0106163,1.301304,12.89508,제육볶음,2025-04-30
13,273,4.332607,1.3045894,12.897069,제육볶음,2025-05-01
13,274,5.9980493,1.3048987,12.899088,제육볶음,2025-05-02
13,275,7.9612265,1.3043733,12.901179,제육볶음,2025-05-03
13,276,9.957159,1.3035963,12.903136,제육볶음,2025-05-04
13,277,12.899017,1.3027577,12.90483,제육볶음,2025-05-05
13,272,1.3009473,1.2860383,12.892764,제육볶음,2025-04-30
13,273,3.0108116,1.3011142,12.895073,제육볶음,2025-05-01
13,274,4.332631,1.3044285,12.897041,제육볶음,2025-05-02
13,275,5.997761,1.3047475,12.899041,제육볶음,2025-05-03
13,276,7.9608483,1.304228,12.901122,제육볶음,2025-05-04
13,277,9.956648,1.3034551,12.903077,제육볶음,2025-05-05
13,278,12.898985,1.3026203,12.904771,제육볶음,2025-05-06
14,272,12.899091,1.3035272,12.905042,햄버그스테이크,2025-04-30
14,272,9.959319,1.3042462,12.90331,햄버그스테이크,2025-04-30
14,273,12.899079,1.3033886,12.905004,햄버그스테이크,2025-05-01
14,272,7.9624686,1.3049077,12.901284,햄버그스테이크,2025-04-30
14,273,9.958778,1.3041117,12.9032545,햄버그스테이크,2025-05-01
14,274,12.899054,1.3032577,12.904948,햄버그스테이크,2025-05-02
14,272,5.9986644,1.3053111,12.899112,햄버그스테이크,2025-04-30
14,273,7.962116,1.3047688,12.90123,햄버그스테이크,2025-05-01
14,274,9.958223,1.3039774,12.903193,햄버그스테이크,2025-05-02
14,275,12.899002,1.3031276,12.904881,햄버그스테이크,2025-05-03
14,272,4.3326173,1.3048707,12.896968,햄버그스테이크,2025-04-30
14,273,5.998452,1.3051699,12.899,햄버그스테이크,2025-05-01
14,274,7.9617267,1.3046318,12.901103,햄버그스테이크,2025-05-02
14,275,9.957726,1.3038429,12.903068,햄버그스테이크,2025-05-03
14,276,12.898923,1.302994,12.904765,햄버그스테이크,2025-05-04
14,272,3.01065,1.3014064,12.894938,햄버그스테이크,2025-04-30
14,273,4.3326144,1.3047,12.896933,햄버그스테이크,2025-05-01
14,274,5.9981103,1.3050067,12.898957,햄버그스테이크,2025-05-02
14,275,7.961335,1.3044765,12.9010515,햄버그스테이크,2025-05-03
14,276,9.957177,1.303694,12.903012,햄버그스테이크,2025-05-04
14,277,12.898885,1.3028508,12.904707,햄버그스테이크,2025-05-05
14,272,1.3010494,1.2861682,12.892602,햄버그스테이크,2025-04-30
14,273,3.010836,1.3012239,12.894925,햄버그스테이크,2025-05-01
14,274,4.332609,1.3045312,12.896907,햄버그스테이크,2025-05-02
14,275,5.9977846,1.304846,12.898919,햄버그스테이크,2025-05-03
14,276,7.9609513,1.3043222,12.901006,햄버그스테이크,2025-05-04
14,277,9.956635,1.3035458,12.902962,햄버그스테이크,2025-05-05
14,278,12.898854,1.302708,12.9046545,햄버그스테이크,2025-05-06
